"name","movie_duration","movie_year","genres","countries"
"Настоящие люди (сериал 2012 – ...)",58,2012,"[фантастика, триллер, драма]","[Швеция]"
"Земля медведей",95,2013,"[документальный, приключения, семейный]","[Франция]"
"Этой зимой дует ветер (сериал)",65,2013,"[драма, мелодрама]","[Корея Южная]"
"Плохая училка (сериал)",30,2014,"[комедия]","[США]"
"Темный лес 2",93,2015,"[ужасы]","[Норвегия]"
"Быстрее, чем кролики",99,2013,"[комедия]","[Россия]"
"Лиля навсегда",109,2002,"[драма, криминал]","[Швеция, Дания]"
"Резня на пляже в Джерси",88,2014,"[ужасы, комедия]","[США]"
"Дневник горничной",96,2015,"[драма]","[Франция, Бельгия]"
"Октябрьский шторм",91,2014,"[триллер, драма, мелодрама]","[Канада]"
"Я солдат",84,2014,"[боевик, триллер, военный]","[Великобритания]"
"Бонни и Клайд (мини-сериал)",240,2013,"[драма, криминал, биография]","[США]"
"Осада",116,1998,"[боевик, триллер, драма, криминал]","[США]"
"Спасение",92,2014,"[драма, вестерн]","[Дания, Великобритания, ЮАР, Швеция, Бельгия]"
"Исчезающий иллюзионист",91,2015,"[драма, детектив]","[Норвегия]"
"Судьба Марии (ТВ)",90,2012,"[мелодрама]","[Россия]"
"Нелюбимая (ТВ)",180,2012,"[мелодрама]","[Россия]"
"Волчий остров (ТВ)",92,2012,"[криминал]","[Россия]"
"Преступные связи (сериал)",43,2014,"[криминал, драма, детектив, триллер]","[США]"
"Котоура-сан (сериал)",25,2013,"[аниме, мультфильм, драма, комедия]","[Япония]"
"Миксология (сериал 2013 – 2014)",21,2013,"[комедия]","[США]"
"P-51: Истребитель драконов",85,2014,"[фантастика, фэнтези, боевик, военный]","[США]"
"Двуличная девчонка! (сериал 2011 – 2012)","-",2011,"[комедия]","[Япония]"
"Бальзаковский возраст, или Все мужики сво… 5 лет спустя (мини-сериал)",180,2013,"[комедия, мелодрама]","[Россия]"
"Эверест",121,2015,"[триллер, драма, приключения, биография, история]","[США, Великобритания, Исландия]"
"Однажды в лесу",78,2013,"[документальный]","[США, Франция]"
"Оставшийся",88,2014,"[ужасы, триллер]","[США]"
"Реликт",110,1997,"[ужасы, фантастика, триллер, детектив]","[Великобритания, Германия, Япония, Новая Зеландия, США]"
"До крайнего предела",98,1995,"[боевик, триллер, криминал]","[США]"
"Кибер",133,2015,"[боевик, триллер, драма, криминал, детектив]","[США]"
"Семейка Брэди",90,1995,"[комедия, семейный]","[США]"
"Дальняя дорога",128,2015,"[драма, мелодрама]","[США]"
"Лило и Стич",85,2002,"[мультфильм, фантастика, фэнтези, драма, комедия, приключения, семейный, музыка]","[США]"
"Церемония вручения премии MTV Movie Awards 2009 (ТВ)","-",2009,,"[США]"
"Ультравысокая частота",97,1989,"[комедия]","[США]"
"Звездная палата",109,1983,"[триллер, драма, криминал]","[США]"
"Акулий торнадо (ТВ)",86,2013,"[ужасы, фантастика]","[США]"
"Модный девайс (сериал)",20,2013,"[комедия, реальное ТВ]","[Россия]"
"Танатоморфоз",100,2012,"[ужасы]","[Канада]"
"Ида",82,2013,"[драма]","[Польша, Дания]"
"На том свете: Между жизнью и смертью",97,2014,"[ужасы]","[Канада]"
"Паваротти",127,2013,"[драма]","[Корея Южная]"
"2 спальни, 1 ванная",91,2014,"[ужасы, триллер]","[США]"
"Волшебники",80,1976,"[мультфильм, фантастика, фэнтези, приключения]","[США]"
"Инженер: Стив Возняк",48,2013,"[документальный, биография]","[Россия]"
"Джонатан Айв: Дизайнер с большой буквы",43,2012,"[документальный, биография]","[Россия]"
"Неизвестный Джобс",70,2012,"[документальный, биография]","[Россия]"
"Ярость",134,2014,"[боевик, драма, военный]","[США, Китай, Великобритания]"
"Туннель (сериал 2013 – ...)","-",2013,"[триллер, драма, криминал, детектив]","[Великобритания, Франция]"
"Как и ожидалось, моя подростковая романтическая комедия не складывается (сериал)",25,2013,"[аниме, мультфильм, комедия]","[Япония]"
"Девочка из Красной книги (сериал)",25,2013,"[аниме, мультфильм, фэнтези, приключения]","[Япония]"
"Энтони Джесельник: Калигула (ТВ)",41,2013,"[комедия]","[США]"
"Чудо",109,2014,"[драма]","[Канада]"
"Искусственный интеллект (сериал)",42,2014,"[фантастика, боевик]","[США]"
"Странный цвет слез твоего тела",102,2013,"[ужасы, триллер, детектив]","[Бельгия, Франция, Люксембург]"
"София Прекрасная (сериал 2013 – ...)",30,2013,"[мультфильм, фэнтези, семейный]","[США]"
"Капля",95,1988,"[ужасы, фантастика]","[США]"
"Сталин с нами (мини-сериал)",96,2012,"[документальный]","[Россия]"
"Мы",92,2013,"[драма]","[Швеция]"
"Вас не догонят",103,2001,"[драма, мелодрама]","[Канада]"
"Робокоп",102,1987,"[фантастика, боевик]","[США]"
"Роботы",97,2013,"[мультфильм, фантастика, приключения]","[Малайзия]"
"Приключения мышонка",85,2013,"[мультфильм, семейный]","[Перу, Аргентина]"
"Невеста моего жениха","-",2013,"[мелодрама]","[Россия]"
"Слава",134,1980,"[мюзикл, драма, музыка]","[США]"
"Ив Сен-Лоран",105,2013,"[драма, мелодрама, биография]","[Франция, Бельгия]"
"Чёрный список (сериал 2013 – ...)",43,2013,"[триллер, драма, мелодрама, криминал, детектив]","[США]"
"Безрассудный (сериал)",60,2014,"[драма, криминал]","[США]"
"Лунная афера",96,2015,"[комедия]","[Франция]"
"Клуб бунтарей",107,2014,"[триллер, драма]","[Великобритания]"
"Скажи",89,2014,"[боевик, драма, криминал]","[США]"
"Пятерка супергероев (видео)",81,2013,"[семейный]","[США]"
"Летняя игра",96,1951,"[драма, мелодрама]","[Швеция]"
"Бриллиантовый полицейский",93,1999,"[боевик, триллер, комедия, криминал]","[США, Германия]"
"Музыка во тьме",87,1947,"[драма]","[Швеция]"
"Морские дьяволы. Судьбы 2 (сериал)","-",2011,"[криминал, боевик, приключения]","[Россия]"
"Миллеры в разводе (сериал 2013 – 2014)",22,2013,"[комедия]","[США]"
"Корабль идет в Индию",78,1947,"[драма]","[Швеция]"
"Небо падших",122,2014,"[драма]","[Россия]"
"Праздник мая (мини-сериал)","-",2013,"[триллер, драма]","[Великобритания]"
"Процветание: Готова ли к нему Земля?",132,2011,"[документальный, фантастика]","[США]"
"Призрак в доспехах у истоков: Грань 1 – Боль призрака (мини-сериал)",58,2013,"[аниме, мультфильм, фантастика, боевик]","[Япония]"
"Истории ужасов 2",95,2013,"[ужасы]","[Корея Южная]"
"Поцелуй понарошку",93,1998,"[мелодрама, комедия]","[США]"
"Неверующие",77,2013,"[документальный]","[США]"
"Любовь и баскетбол",124,2000,"[драма, мелодрама, спорт]","[США]"
"Берцы",104,2014,"[драма]","[Россия]"
"Битва за Севастополь",118,2015,"[военный, драма, мелодрама, боевик]","[Россия, Украина]"
"Друзья друзей",87,2013,"[комедия]","[Россия]"
"Братья Ч",90,2014,"[драма]","[Россия]"
"Длинные светлые дни",102,2013,"[драма]","[Грузия, Германия, Франция]"
"Тряпичный союз",97,2015,"[комедия, драма]","[Россия]"
"Честная игра",91,1995,"[боевик, триллер, криминал]","[США]"
"Тайна четырех принцесс",90,2014,"[комедия, фэнтези]","[Россия]"
"Снегурочка",104,2013,"[драма, мелодрама, триллер]","[Россия]"
"Крякнутые каникулы",85,2015,"[мультфильм, комедия, приключения, семейный]","[Россия]"
"Цель вижу",90,2013,"[военный, драма]","[Россия]"
"Репетиции",102,2013,"[драма, комедия]","[Россия]"
"Апокалипсис Деррена Брауна (мини-сериал)",60,2012,"[документальный, ужасы, детектив]","[Великобритания]"
"Голубое небо",101,1991,"[драма, мелодрама]","[США]"
"Здравствуй, папа",106,2013,"[драма, комедия]","[Италия]"
"Пришествие Дьявола",89,2014,"[ужасы, детектив]","[США]"
"Причуда (мини-сериал)",90,2013,"[триллер, криминал]","[Великобритания, Ирландия]"
"Говорю же, у меня не встаёт! (сериал)",25,2012,"[аниме, мультфильм, мелодрама, комедия, боевик]","[Япония]"
"Полюби меня (сериал 2013 – ...)",29,2013,"[драма, комедия]","[Австралия]"
"Измена (сериал 2013 – 2014)",60,2013,"[драма]","[США]"
"Гавана",138,1990,"[драма, мелодрама, военный]","[США]"
"Муха 2",105,1989,"[ужасы, фантастика]","[США]"
"«Дюна» Ходоровского",88,2013,"[документальный]","[США, Франция]"
"Обаятельная и привлекательная",91,2001,"[драма, мелодрама, комедия]","[США]"
"Вампиры",108,1998,"[ужасы, боевик, триллер]","[США, Япония]"
"Торговый центр (сериал)",45,2013,"[мелодрама]","[Россия]"
"Округ свиней",83,2014,"[ужасы, триллер]","[Канада]"
"Будет светлым день (мини-сериал)",45,2013,"[мелодрама]","[Россия]"
"Трансеры",76,1984,"[фантастика, боевик]","[США]"
"Тюрьма",79,1949,"[драма]","[Швеция]"
"Дельта (сериал)",46,2013,"[боевик]","[Россия]"
"Добро пожаловать в Нью-Йорк",105,2014,"[драма]","[США, Франция]"
"Адская ночь",101,1981,"[ужасы, триллер]","[США]"
"Молода и прекрасна",93,2013,"[драма]","[Франция]"
"Верхом на пуле",98,2004,"[ужасы, триллер]","[США, Германия, Канада]"
"Шетланд (сериал 2013 – ...)",60,2013,"[драма, криминал, детектив]","[Великобритания]"
"Стервочки (сериал 2011 – 2013)",12,2011,"[комедия, криминал]","[Россия]"
"Бомбила. Продолжение (сериал)",52,2013,"[криминал, драма]","[Россия]"
"У друзей жизнь лучше (сериал)",22,2014,"[комедия]","[США]"
"Серебристый звон ручья (ТВ)","-",2013,"[мелодрама]","[Россия]"
"Принятые за незнакомцев",75,2013,"[документальный, комедия, музыка]","[США]"
"Бергдорф Гудман: Больше века на вершине модного олимпа",93,2013,"[документальный]","[США]"
"Спасение",94,2015,"[драма]","[Россия]"
"Африка (сериал)","-",2013,"[документальный]","[Великобритания]"
"Два дня, одна ночь",95,2014,"[драма]","[Бельгия, Франция, Италия]"
"Любить, пить и петь",108,2013,"[драма, мелодрама, комедия]","[Франция]"
"Романовы (сериал)",60,2013,"[история, документальный]","[Россия]"
"Люсия и секс",128,2001,"[драма, мелодрама]","[Испания, Франция]"
"Кэрри 2: Ярость",104,1999,"[ужасы, фантастика, триллер]","[США]"
"Лесной патруль",72,2013,"[мультфильм]","[Норвегия]"
"Убийственный холод (видео)",89,1998,"[ужасы]","[США]"
"Ночной полет",94,1997,"[ужасы, фэнтези, детектив]","[США, Италия]"
"Спираль (сериал 2014 – 2015)",40,2014,"[фантастика, триллер]","[США, Канада]"
"Вот это любовь!",94,2013,"[комедия, мелодрама]","[Беларусь, Россия]"
"Зомбилэнд (ТВ)",28,2013,"[ужасы, комедия, приключения]","[США]"
"Чародей равновесия. Тайна Сухаревой башни",76,2015,"[мультфильм, фэнтези, история, семейный]","[Россия]"
"Простая жизнь (сериал)",42,2013,"[мелодрама]","[Россия]"
"Луис С.К.: Боже мой (ТВ)",58,2013,"[комедия]","[США]"
"Хочу обнять тебя",123,2014,"[мелодрама]","[Япония]"
"Голые перцы",89,2014,"[комедия]","[США]"
"Худеющий",93,1996,"[ужасы, триллер]","[США]"
"Иногда они возвращаются снова (видео)",98,1996,"[ужасы]","[США]"
"Тётушки",91,2013,"[комедия, семейный, фэнтези]","[Россия, Латвия]"
"Переполох в джунглях",85,2014,"[мультфильм, приключения]","[Корея Южная, Мексика]"
"Нижний этаж (сериал 2013 – 2015)",22,2013,"[комедия]","[США]"
"Завербован (сериал)",22,2014,"[комедия]","[США]"
"Я твой герой",128,2014,"[боевик, мелодрама, комедия]","[Индия]"
"Одна встреча",81,2014,"[драма, мелодрама]","[Франция]"
"С двумя девушками",140,2013,"[боевик]","[Индия]"
"Лос-анджелесский слэшер",86,2015,"[ужасы, фэнтези, триллер, комедия, криминал]","[США, Великобритания]"
"Королева бандитов (сериал)",43,2013,"[мелодрама]","[Россия]"
"Давилка",106,1994,"[ужасы, детектив]","[США, Великобритания, Австралия, ЮАР]"
"Жгучий взор Сяны 3 (сериал 2011 – 2012)",30,2011,"[аниме, мультфильм, боевик]","[Япония]"
"Синистер 2",97,2015,"[ужасы, триллер, детектив]","[США, Великобритания]"
"Нужные вещи",183,1993,"[ужасы, фэнтези, триллер, драма, криминал]","[США]"
"Отладка",107,2014,"[ужасы, фантастика]","[Канада]"
"Кремень. Освобождение (мини-сериал)",50,2013,"[боевик, криминал]","[Россия]"
"Феникс",98,2014,"[драма]","[Германия, Польша]"
"Дети кукурузы 2: Последняя жертва",92,1992,"[ужасы, триллер]","[США]"
"Облако 9 (ТВ)",85,2014,"[боевик, драма, приключения, семейный, спорт]","[США]"
"Газонокосильщик",140,1992,"[ужасы, фантастика]","[Великобритания, США, Япония]"
"Зимняя спячка",196,2014,"[драма]","[Турция, Германия, Франция]"
"Каникулы мечты",95,2014,"[драма, комедия]","[Великобритания]"
"Всё схвачено!",95,2001,"[триллер, драма, комедия, криминал]","[США]"
"Кладбище домашних животных",103,1989,"[ужасы]","[США]"
"Средний род, единственное число (ТВ)",90,2013,"[мелодрама]","[Россия]"
"Слово",126,1955,"[фэнтези, драма]","[Дания]"
"Алмаз в шоколаде",91,2013,"[комедия, криминал]","[Россия]"
"Сын",93,2014,"[драма]","[Россия]"
"Помни воскресенье (ТВ)",96,2013,"[драма, мелодрама]","[США]"
"Хайтарма",87,2012,"[драма, военный, история]","[Украина]"
"Мой папа летчик (ТВ)",89,2013,"[мелодрама]","[Россия, Украина]"
"Злая кровь (видео)",92,2014,"[боевик, триллер, драма]","[США]"
"Возвращение в Салем",101,1987,"[ужасы]","[США]"
"День гнева",94,1943,"[драма]","[Дания]"
"ХБ (сериал)",23,2013,"[комедия]","[Россия]"
"Давай поцелуемся (сериал)",44,2014,"[мелодрама, комедия]","[Украина]"
"Позднее раскаяние (сериал)","-",2013,"[мелодрама]","[Украина]"
"Книга семьи Гу (сериал)",60,2013,"[фэнтези, фантастика, история, мелодрама]","[Корея Южная]"
"Предостережение для школьного председателя (ТВ)",30,2009,"[аниме, мультфильм, мелодрама]","[Япония]"
"Остров везения",82,2013,"[комедия, приключения]","[Россия]"
"Слендер",92,2015,"[ужасы]","[США]"
"Калейдоскоп ужасов 2",92,1987,"[ужасы, фэнтези, триллер, комедия]","[США]"
"Вероника Марс",107,2014,"[детектив, криминал, драма, комедия]","[США]"
"Паранормальная больница: Месть тифозной Мэри",89,2013,"[ужасы]","[США]"
"Трупное окоченение",101,2013,"[триллер, ужасы, драма]","[Гонконг]"
"Возлюбленные",91,2014,"[драма, мелодрама, комедия]","[США]"
"Пи Мак из Фра Ханонга",115,2013,"[ужасы, мелодрама, комедия]","[Таиланд]"
"Исключение из правил (ТВ)",104,2012,"[мелодрама]","[Россия]"
"Максимальное ускорение",97,1986,"[ужасы, фантастика, боевик, триллер, комедия]","[США]"
"Каминный гость (ТВ)",85,2013,"[мелодрама]","[Украина]"
"Германская головоломка (сериал)",47,2013,"[документальный]","[Россия]"
"Плохая судья (сериал)",30,2014,"[комедия]","[США]"
"Условия контракта 2 (сериал)",50,2013,"[мелодрама]","[Россия]"
"Серебряная пуля",95,1985,"[ужасы, триллер, драма, детектив, приключения]","[США, Нидерланды]"
"iСтив",79,2013,"[комедия, биография]","[США]"
"Зимний путь",95,2012,"[драма]","[Россия]"
"Букет (ТВ)",90,2013,"[мелодрама]","[Россия]"
"Белый шторм",140,2013,"[криминал, драма, боевик]","[Гонконг]"
"Семейное древо (сериал)",30,2013,"[комедия]","[США, Великобритания]"
"Супер-пупер мультфильм от Джея и Молчаливого Боба",64,2013,"[мультфильм, комедия]","[США]"
"Храбрейшие воины (сериал 2012 – ...)",5,2012,"[мультфильм, фантастика, боевик, комедия, приключения]","[США]"
"Жизнь Пондов (мини-сериал)",6,2012,"[фантастика, комедия]","[Великобритания]"
"Плебеи (сериал 2013 – ...)",22,2013,"[комедия]","[Великобритания]"
"Ошибки прошлого (сериал 2013 – ...)",46,2013,"[драма]","[США]"
"Детектив Инаба (сериал)",25,2013,"[аниме, мультфильм, комедия, детектив]","[Япония]"
"Когда человек влюблен (сериал)",63,2013,"[мелодрама]","[Корея Южная]"
"Деточки",100,2012,"[драма]","[Россия]"
"Чан Ок Чон: Жизнь в любви (сериал)",65,2013,"[мелодрама, драма, история]","[Корея Южная]"
"Дети кукурузы",92,1984,"[ужасы]","[США]"
"Вдова пастора",71,1920,"[ужасы, драма, комедия]","[Швеция]"
"Джек Стронг",128,2014,"[боевик, драма, криминал, детектив, биография]","[Польша]"
"Интервью",112,2014,"[комедия, боевик]","[США]"
"Беглец",127,2013,"[боевик, триллер, комедия]","[Корея Южная]"
"Тихие омуты",83,2015,"[триллер]","[Великобритания]"
"Калейдоскоп ужасов",120,1982,"[ужасы, комедия]","[США]"
"Добро пожаловать ко мне",87,2014,"[драма, комедия]","[США]"
"Пятёрка лидеров",102,2014,"[мелодрама, комедия]","[США]"
"Пограничная полоса",92,2013,"[триллер, ужасы]","[Великобритания]"
"Кэрри",98,1976,"[ужасы, фэнтези, драма]","[США]"
"Гол живых мертвецов",140,2014,"[ужасы, комедия]","[Франция]"
"Американская история преступлений (сериал 2016 – ...)",42,2016,"[драма, криминал, биография]","[США]"
"Мажестик",153,2001,"[драма]","[США, Австралия]"
"Крысолов",94,1999,"[драма]","[Великобритания, Франция]"
"Я, Эрл и умирающая девушка",105,2015,"[драма, комедия]","[США]"
"Рыцари-наездники",146,1981,"[боевик, драма]","[США]"
"Плавающие небоскребы",89,2013,"[драма, мелодрама]","[Польша]"
"Бобры-зомби",78,2014,"[ужасы, комедия]","[США]"
"Мост короля Людовика Святого",120,2004,"[драма, мелодрама]","[Великобритания, Испания, Франция]"
"Подводная братва",90,2004,"[мультфильм, комедия, приключения, семейный]","[США]"
"Маленькая смерть",96,2014,"[драма, мелодрама, комедия]","[Австралия]"
"Отступление",90,2015,"[триллер, детектив]","[Австралия]"
"Битва за Скайарк",88,2016,"[фантастика, боевик, приключения, семейный]","[США]"
"Полицейские",101,1997,"[триллер, драма, криминал]","[США]"
"Трансформеры Прайм: Охотники на чудовищ. Восстание предаконов (ТВ)",66,2013,"[мультфильм, фантастика, боевик, семейный]","[США]"
"Тайный город (сериал)","-",2014,"[фэнтези]","[Россия]"
"Бронкская история",121,1993,"[драма, криминал]","[США]"
"Говорит и показывает Бомбей",130,2013,"[драма]","[Индия]"
"Бешеный пес и Глори",97,1993,"[драма, мелодрама, комедия, криминал]","[США]"
"Ночь в большом городе",100,1992,"[драма, комедия, криминал]","[США]"
"Инферно",107,2013,"[драма]","[Китай, Гонконг]"
"Виновен по подозрению",105,1990,"[драма]","[США]"
"Малена",100,2000,"[драма, мелодрама, военный]","[Италия, США]"
"Стилет",98,1988,"[драма]","[США, Канада]"
"Сердце Ангела",113,1987,"[ужасы, триллер, детектив]","[Великобритания, Канада, США]"
"Антисоциалка",90,2013,"[ужасы, фантастика, триллер]","[Канада]"
"Генеральская сноха (мини-сериал)","-",2013,"[мелодрама]","[Россия]"
"Гаргантия на зеленой планете (сериал)",25,2013,"[аниме, мультфильм, фантастика, приключения]","[Япония]"
"Миссия",125,1986,"[драма, приключения, история]","[Великобритания, Франция]"
"Нью-Йорк, Нью-Йорк",163,1977,"[мюзикл, драма, музыка]","[США]"
"Бей в барабан медленно",96,1973,"[драма, спорт]","[США]"
"Молодой Морс (сериал 2012 – ...)",90,2012,"[драма, криминал, детектив]","[Великобритания]"
"Рожденный побеждать",88,1971,"[драма, комедия, криминал]","[США]"
"Модный приговор (сериал 2007 – ...)",50,2007,"[реальное ТВ]","[Россия]"
"Банда, не умевшая стрелять",96,1971,"[комедия, криминал]","[США]"
"Кровавый парень (сериал)",25,2013,"[аниме, мультфильм, приключения, комедия]","[Япония]"
"Шпана (сериал)",25,2013,"[комедия, музыка, драма]","[Великобритания]"
"Интерны. История болезни",50,2012,"[документальный]","[Россия]"
"Хай, мамаша!",87,1970,"[драма, комедия]","[США]"
"Кровавая мама",90,1970,"[драма, криминал]","[США]"
"Голем, как он пришел в мир",101,1920,"[ужасы, фэнтези]","[Германия]"
"Человек, который плакал",100,2000,"[драма, мелодрама, военный, музыка]","[Великобритания, Франция]"
"Свадебная вечеринка",92,1969,"[комедия]","[США]"
"Сэлинджер",120,2013,"[документальный]","[США]"
"Клондайк (мини-сериал)",274,2014,"[драма, приключения, вестерн]","[США, Канада]"
"Север ада",98,2014,"[триллер, комедия, драма]","[США]"
"Безграничный: Хёбу Кёске (сериал)",25,2013,"[аниме, мультфильм, приключения, фантастика]","[Япония]"
"Приветствия",88,1968,"[драма, комедия]","[США]"
"Три комнаты на Манхэттене",110,1965,"[драма]","[Франция]"
"Энтропия",104,1999,"[драма, мелодрама, комедия]","[США]"
"Ночь, в которую мы никогда не встретимся",99,1993,"[мелодрама, комедия]","[США]"
"Громовое сердце",119,1992,"[триллер, криминал, детектив]","[США]"
"Своя игра (сериал 1994 – ...)","-",1994,"[игра]","[Россия]"
"Безумная свадьба",94,2014,"[комедия]","[Франция]"
"Озорной поцелуй: Любовь в Токио (мини-сериал)","-",2013,"[комедия]","[Япония]"
"Свет и тень (мини-сериал)",46,2013,"[драма]","[Великобритания]"
"Костолом",99,2001,"[драма, комедия, спорт]","[Великобритания, США]"
"Итальянские любовники",120,1996,"[мелодрама, комедия]","[США]"
"Если Люси упадет",92,1996,"[мелодрама, комедия]","[США]"
"Мистер Робинсон (сериал)",30,2015,"[комедия]","[США]"
"Вторжение титанов (сериал)",25,2013,"[аниме, мультфильм, драма, фэнтези, боевик]","[Япония]"
"Однажды в стране чудес (сериал 2013 – 2014)",43,2013,"[фэнтези, драма, мелодрама, детектив, приключения]","[Канада, США]"
"Это – Англия. Год 1990 (мини-сериал)","-",2015,"[драма]","[Великобритания]"
"Фотограф",91,1992,"[триллер, криминал, детектив]","[США]"
"Глаза звезды",96,2014,"[ужасы, триллер, драма]","[США, Бельгия]"
"Другая Бовари",99,2014,"[драма, мелодрама, комедия]","[Франция, Великобритания]"
"Пирамида",89,2014,"[ужасы, боевик, триллер, приключения]","[США]"
"Газели",99,2014,"[комедия]","[Франция]"
"Точка взрыва (мини-сериал 2013 – ...)",176,2013,"[мелодрама, криминал]","[Россия]"
"Аурангзеб",137,2013,"[боевик, триллер, драма]","[Индия]"
"Kingsman: Секретная служба",130,2015,"[боевик, комедия, криминал, приключения]","[Великобритания, США]"
"В браке (сериал 2014 – 2015)",24,2014,"[драма, мелодрама, комедия]","[США]"
"Форт Апач, Бронкс",125,1980,"[драма, криминал]","[США]"
"Реальные страшилки",107,2012,"[ужасы]","[Япония]"
"Прощание",97,2013,"[мелодрама]","[Россия]"
"Свидание на Земле",73,2006,"[мелодрама, драма]","[Корея Южная]"
"Я закопаю тебя",88,2013,"[драма, комедия]","[Франция, Бельгия]"
"Марьян",150,2013,"[триллер, драма, мелодрама]","[Индия, Намибия]"
"Полудурок",97,2014,"[драма, комедия]","[США]"
"Железное поколение",106,2013,"[документальный, драма, спорт]","[США]"
"Пальцы",90,1978,"[драма, криминал, музыка]","[США]"
"Город скверны",75,2012,"[ужасы, фантастика, боевик, триллер]","[Италия]"
"Снежные приключения Солана и Людвига",76,2013,"[мультфильм, семейный]","[Норвегия]"
"Знакомство с родителями",108,2000,"[комедия]","[США]"
"Монстры против пришельцев (сериал 2013 – ...)",15,2013,"[мультфильм, фантастика, комедия, семейный]","[США]"
"Большие гонки",88,1975,"[мультфильм, комедия, семейный, спорт]","[Норвегия]"
"Рок-н-ролльный зануда",89,2008,"[документальный, комедия, биография]","[Австралия]"
"Голод",112,1966,"[драма]","[Дания, Норвегия, Швеция]"
"Местный",86,2014,"[ужасы]","[США]"
"Выжившие среди демонов 2 (сериал)",25,2013,"[аниме, мультфильм, приключения, фантастика]","[Япония]"
"Рейвенсвуд (сериал 2013 – 2014)",43,2013,"[ужасы, драма]","[США]"
"Двойные неприятности",86,1992,"[боевик, триллер, комедия, криминал]","[США]"
"Бешеные псы (сериал 2015 – 2016)",60,2015,"[драма, комедия, криминал]","[США]"
"Любит не любит (сериал)",24,2013,"[комедия]","[Россия]"
"Военный ныряльщик",129,2000,"[драма, биография]","[США]"
"Плакса",91,1990,"[мюзикл, комедия]","[США]"
"Где угодно",70,2013,"[фантастика, боевик, триллер]","[Норвегия]"
"Инструкция по разводу для женщин (сериал 2014 – ...)",60,2014,"[драма, комедия]","[США]"
"Родной человек (ТВ)",90,2013,"[мелодрама]","[Россия]"
"Даша (мини-сериал)","-",2013,"[мелодрама]","[Россия]"
"Три звезды (сериал)","-",2014,"[драма]","[Россия]"
"Евровидение: Финал 2013 (ТВ)",195,2013,"[семейный, музыка]","[Швеция]"
"Ведьмы",104,1922,"[документальный, ужасы]","[Швеция]"
"WWE РестлМания 29 (ТВ)",540,2013,"[боевик, спорт]","[США]"
"Встречи после полуночи",98,2013,"[драма, мелодрама, комедия]","[Франция]"
"Государственная тайна (мини-сериал)",42,2012,"[триллер]","[Великобритания]"
"Секс, смерть и смысл жизни (сериал)",47,2012,"[документальный]","[Великобритания]"
"8 новых свиданий",84,2015,"[комедия]","[Россия]"
"Кот Гром и заколдованный дом",85,2013,"[мультфильм, семейный]","[США, Бельгия]"
"Метрополис",108,2001,"[аниме, мультфильм, фантастика, боевик, триллер, драма, мелодрама, криминал, приключения]","[Япония]"
"Тень ворона",124,1988,"[драма]","[Исландия, Швеция]"
"Все будет хорошо",110,2013,"[триллер, драма]","[Германия]"
"Смертельная добыча",88,1987,"[боевик, триллер]","[США]"
"Веревка и кольт",90,1969,"[вестерн]","[Франция, Италия, Испания]"
"Непригодные для свиданий (сериал 2014 – ...)",22,2014,"[комедия]","[США]"
"Мексиканец",123,2001,"[мелодрама, комедия, криминал, приключения]","[США]"
"Идеальный муж",85,2014,"[ужасы, триллер, драма]","[Италия]"
"Корень всех зол? (ТВ)",90,2006,"[документальный]","[Великобритания]"
"Убийство Кеннеди (ТВ)",87,2013,"[драма, биография, история]","[США]"
"Мой мужчина",129,2014,"[драма, мелодрама, криминал]","[Япония]"
"Эвакуация",106,2013,"[боевик]","[США]"
"Человек без прошлого",97,2002,"[драма, мелодрама, комедия]","[Финляндия, Германия, Франция]"
"Слэндермэн",78,2013,"[ужасы]","[США]"
"Хищные куклы (мини-сериал)",85,2003,"[аниме, мультфильм, фантастика]","[Япония]"
"Лига мечты",110,2014,"[драма, история, спорт]","[Франция]"
"Форсаж 7",137,2015,"[боевик, триллер, криминал]","[США]"
"Лига справедливости: Парадокс источника конфликта (видео)",75,2013,"[мультфильм, фантастика, фэнтези, боевик, приключения]","[США]"
"Пятая печать",111,1976,"[драма, военный]","[Венгрия]"
"Имитация жизни",125,1959,"[драма, мелодрама]","[США]"
"Принц и Вечерняя Звезда",86,1978,"[фэнтези, мелодрама, комедия, приключения, семейный]","[Чехословакия]"
"Языческая мадонна",98,1982,"[комедия, криминал]","[Венгрия]"
"Вороны 3",129,2014,"[боевик]","[Япония]"
"Маша и Медведь (ТВ)","-",2013,"[мелодрама]","[Россия]"
"Во все тяжкие: Мини-эпизоды (мини-сериал)",3,2009,"[драма, комедия, криминал]","[США]"
"Могильный Хэллоуин (ТВ)",89,2013,"[ужасы]","[Канада]"
"Мисс Конгениальность",110,2000,"[боевик, комедия, криминал]","[США, Австралия]"
"Любовь",88,1970,"[драма]","[Венгрия]"
"Дом клоунов",81,1988,"[ужасы, триллер]","[США]"
"Свадьба в сезон дождей",114,2001,"[драма, мелодрама, комедия]","[Индия, США, Италия, Германия, Франция]"
"3 сердца",100,2014,"[драма, мелодрама]","[Франция, Германия, Бельгия]"
"Страна садов",102,2003,"[драма, мелодрама, комедия]","[США]"
"Город гангстеров (сериал)",60,2013,"[триллер, драма, криминал, детектив]","[США]"
"Где-то там... (сериал)","-",2013,"[мультфильм, драма, комедия]","[США]"
"Лесник. Продолжение (сериал)",45,2012,"[детектив]","[Россия]"
